date,store,product,units_sold,unit_price_zar,discount_pct,revenue_zar,province,is_promo_period
2023-01-05,Sandton City,Sports Bag,46.0,799.0,0.0,36754.0,Gauteng,0
2023-01-05,Sandton City,Kids Shoes,39.0,584.1,10.0,22779.9,Gauteng,0
2023-01-05,Sandton City,Running Shoes,20.0,1499.0,0.0,29980.0,Gauteng,0
2023-01-05,Menlyn Park,Running Shoes,25.0,1424.05,5.0,35601.25,Gauteng,0
2023-01-05,Menlyn Park,Kids Shoes,76.0,649.0,0.0,49324.0,Gauteng,0
2023-01-05,Menlyn Park,Socks Bundle,79.0,199.0,0.0,15721.0,Gauteng,0
2023-01-05,Menlyn Park,Sandals,108.0,499.0,0.0,53892.0,Gauteng,0
2023-01-05,Menlyn Park,Formal Shoes,51.0,1899.0,0.0,96849.0,Gauteng,0
2023-01-05,Menlyn Park,Work Boots,9.0,1299.0,0.0,11691.0,Gauteng,0
2023-01-05,Gateway Durban,Work Boots,36.0,1234.05,5.0,44425.8,KwaZulu-Natal,0
2023-01-05,Gateway Durban,Formal Shoes,86.0,1899.0,0.0,163314.0,KwaZulu-Natal,0
2023-01-05,Gateway Durban,Socks Bundle,92.0,199.0,0.0,18308.0,KwaZulu-Natal,0
2023-01-05,Gateway Durban,Sandals,96.0,499.0,0.0,47904.0,KwaZulu-Natal,0
2023-01-05,Gateway Durban,Running Shoes,48.0,1424.05,5.0,68354.4,KwaZulu-Natal,0
2023-01-05,Canal Walk CT,Work Boots,53.0,1299.0,0.0,68847.0,Western Cape,0
2023-01-05,Canal Walk CT,Sports Bag,28.0,799.0,0.0,22372.0,Western Cape,0
2023-01-05,Canal Walk CT,Running Shoes,73.0,1499.0,0.0,109427.0,Western Cape,0
2023-01-05,Canal Walk CT,Sandals,83.0,449.1,10.0,37275.3,Western Cape,0
2023-01-05,Canal Walk CT,Casual Sneakers,89.0,854.05,5.0,76010.45,Western Cape,0
2023-01-05,Canal Walk CT,Socks Bundle,0.0,179.1,10.0,0.0,Western Cape,0
2023-01-05,Eastgate JHB,Sandals,81.0,474.05,5.0,38398.05,Gauteng,0
2023-01-05,Eastgate JHB,Casual Sneakers,45.0,899.0,0.0,40455.0,Gauteng,0
2023-01-05,Eastgate JHB,Work Boots,48.0,1299.0,0.0,62352.0,Gauteng,0
2023-01-05,Eastgate JHB,Formal Shoes,87.0,1899.0,0.0,165213.0,Gauteng,0
2023-01-05,Eastgate JHB,Kids Shoes,73.0,649.0,0.0,47377.0,Gauteng,0
2023-01-05,Eastgate JHB,Running Shoes,75.0,1499.0,0.0,112425.0,Gauteng,0
2023-01-05,Online Store,Running Shoes,52.0,1424.05,5.0,74050.6,Online,0
2023-01-05,Online Store,Casual Sneakers,130.0,899.0,0.0,116870.0,Online,0
2023-01-05,Online Store,Kids Shoes,113.0,649.0,0.0,73337.0,Online,0
2023-01-05,Online Store,Work Boots,144.0,1234.05,5.0,177703.2,Online,0
2023-01-05,Online Store,Formal Shoes,127.0,1899.0,0.0,241173.0,Online,0
2023-01-05,Online Store,Socks Bundle,163.0,199.0,0.0,32437.0,Online,0
2023-01-06,Fourways Mall,Kids Shoes,95.0,649.0,0.0,61655.0,Gauteng,0
2023-01-06,Fourways Mall,Sports Bag,59.0,799.0,0.0,47141.0,Gauteng,0
2023-01-06,Fourways Mall,Sandals,57.0,499.0,0.0,28443.0,Gauteng,0
2023-01-06,Sandton City,Formal Shoes,85.0,1709.1,10.0,145273.5,Gauteng,0
2023-01-06,Sandton City,Casual Sneakers,34.0,854.05,5.0,29037.7,Gauteng,0
2023-01-06,Sandton City,Sandals,115.0,499.0,0.0,57385.0,Gauteng,0
2023-01-06,Menlyn Park,Running Shoes,70.0,1499.0,0.0,104930.0,Gauteng,0
2023-01-06,Menlyn Park,Kids Shoes,13.0,649.0,0.0,8437.0,Gauteng,0
2023-01-06,Menlyn Park,Casual Sneakers,79.0,854.05,5.0,67469.95,Gauteng,0
2023-01-06,Menlyn Park,Formal Shoes,,1899.0,0.0,146223.0,Gauteng,0
2023-01-06,Menlyn Park,Sports Bag,66.0,759.05,5.0,50097.3,Gauteng,0
2023-01-06,Menlyn Park,Socks Bundle,105.0,179.1,10.0,18805.5,Gauteng,0
2023-01-06,Gateway Durban,Kids Shoes,34.0,649.0,0.0,22066.0,KwaZulu-Natal,0
2023-01-06,Gateway Durban,Sandals,85.0,499.0,0.0,42415.0,KwaZulu-Natal,0
2023-01-06,Gateway Durban,Work Boots,30.0,1299.0,0.0,38970.0,KwaZulu-Natal,0
2023-01-06,Gateway Durban,Formal Shoes,15.0,1899.0,0.0,28485.0,KwaZulu-Natal,0
2023-01-06,Canal Walk CT,Casual Sneakers,27.0,899.0,0.0,24273.0,Western Cape,0
2023-01-06,Canal Walk CT,Sandals,101.0,449.1,10.0,45359.1,Western Cape,0
2023-01-06,Canal Walk CT,Kids Shoes,107.0,649.0,0.0,69443.0,Western Cape,0
2023-01-06,Canal Walk CT,Running Shoes,101.0,1499.0,0.0,151399.0,Western Cape,0
2023-01-06,Eastgate JHB,Sandals,15.0,499.0,0.0,7485.0,Gauteng,0
2023-01-06,Eastgate JHB,Casual Sneakers,31.0,899.0,0.0,27869.0,Gauteng,0
2023-01-06,Eastgate JHB,Socks Bundle,49.0,199.0,0.0,9751.0,Gauteng,0
2023-01-06,Eastgate JHB,Sports Bag,116.0,759.05,5.0,88049.8,Gauteng,0
2023-01-06,Online Store,Sandals,157.0,499.0,0.0,78343.0,Online,0
2023-01-06,Online Store,Kids Shoes,87.0,584.1,10.0,50816.7,Online,0
2023-01-06,Online Store,Sports Bag,145.0,719.1,10.0,104269.5,Online,0
2023-01-07,Fourways Mall,Work Boots,36.0,1299.0,0.0,46764.0,Gauteng,0
2023-01-07,Fourways Mall,Formal Shoes,71.0,1899.0,0.0,134829.0,Gauteng,0
2023-01-07,Fourways Mall,Casual Sneakers,54.0,854.05,5.0,46118.7,Gauteng,0
2023-01-07,Fourways Mall,Sports Bag,16.0,719.1,10.0,11505.6,Gauteng,0
2023-01-07,Fourways Mall,Kids Shoes,83.0,584.1,10.0,48480.3,Gauteng,0
2023-01-07,Sandton City,Casual Sneakers,25.0,899.0,0.0,22475.0,Gauteng,0
2023-01-07,Sandton City,Running Shoes,47.0,1499.0,0.0,70453.0,Gauteng,0
2023-01-07,Sandton City,Kids Shoes,86.0,649.0,0.0,55814.0,Gauteng,0
2023-01-07,Sandton City,Sports Bag,105.0,799.0,0.0,83895.0,Gauteng,0
2023-01-07,Sandton City,Sandals,16.0,499.0,0.0,7984.0,Gauteng,0
2023-01-07,Sandton City,Formal Shoes,54.0,1899.0,0.0,102546.0,Gauteng,0
2023-01-07,Menlyn Park,Kids Shoes,13.0,649.0,0.0,8437.0,Gauteng,0
2023-01-07,Menlyn Park,Sandals,118.0,499.0,0.0,58882.0,Gauteng,0
2023-01-07,Menlyn Park,Casual Sneakers,66.0,809.1,10.0,53400.6,Gauteng,0
2023-01-07,Menlyn Park,Formal Shoes,87.0,1709.1,10.0,148691.7,Gauteng,0
2023-01-07,Menlyn Park,Sports Bag,71.0,799.0,0.0,56729.0,Gauteng,0
2023-01-07,Gateway Durban,Work Boots,20.0,1299.0,0.0,25980.0,KwaZulu-Natal,0
2023-01-07,Gateway Durban,Casual Sneakers,31.0,854.05,5.0,26475.55,KwaZulu-Natal,0
2023-01-07,Gateway Durban,Formal Shoes,53.0,1709.1,10.0,90582.3,KwaZulu-Natal,0
2023-01-07,Gateway Durban,Socks Bundle,102.0,199.0,0.0,20298.0,KwaZulu-Natal,0
2023-01-07,Gateway Durban,Sandals,82.0,499.0,0.0,40918.0,KwaZulu-Natal,0
2023-01-07,Canal Walk CT,Socks Bundle,19.0,199.0,0.0,3781.0,Western Cape,0
2023-01-07,Canal Walk CT,Sports Bag,111.0,799.0,0.0,88689.0,Western Cape,0
2023-01-07,Canal Walk CT,Work Boots,60.0,1299.0,0.0,77940.0,Western Cape,0
2023-01-07,Canal Walk CT,Casual Sneakers,119.0,809.1,10.0,96282.9,Western Cape,0
2023-01-07,Eastgate JHB,Running Shoes,47.0,1424.05,5.0,66930.35,Gauteng,0
2023-01-07,Eastgate JHB,Formal Shoes,124.0,1804.05,5.0,223702.2,Gauteng,0
2023-01-07,Eastgate JHB,Sandals,47.0,499.0,0.0,23453.0,Gauteng,0
2023-01-07,Eastgate JHB,Sports Bag,99.0,799.0,0.0,79101.0,Gauteng,0
2023-01-07,Online Store,Socks Bundle,71.0,199.0,0.0,14129.0,Online,0
2023-01-07,Online Store,Running Shoes,107.0,1499.0,0.0,160393.0,Online,0
2023-01-07,Online Store,Formal Shoes,120.0,1899.0,0.0,227880.0,Online,0
2023-01-07,Online Store,Work Boots,124.0,1169.1,10.0,144968.4,Online,0
2023-01-07,Online Store,Sandals,6.0,499.0,0.0,2994.0,Online,0
2023-01-07,Online Store,Sports Bag,48.0,719.1,10.0,34516.8,Online,0
2023-01-08,Fourways Mall,Running Shoes,91.0,1424.05,5.0,129588.55,Gauteng,0
2023-01-08,Fourways Mall,Work Boots,49.0,1299.0,0.0,63651.0,Gauteng,0
2023-01-08,Fourways Mall,Sandals,80.0,499.0,0.0,39920.0,Gauteng,0
2023-01-08,Fourways Mall,Kids Shoes,56.0,584.1,10.0,32709.6,Gauteng,0
2023-01-08,Fourways Mall,Sports Bag,24.0,799.0,0.0,19176.0,Gauteng,0
2023-01-08,Sandton City,Socks Bundle,58.0,199.0,0.0,11542.0,Gauteng,0
2023-01-08,Sandton City,Kids Shoes,42.0,584.1,10.0,24532.2,Gauteng,0
2023-01-08,Sandton City,Formal Shoes,0.0,1709.1,10.0,0.0,Gauteng,0
2023-01-08,Menlyn Park,Work Boots,37.0,1234.05,5.0,45659.85,Gauteng,0
2023-01-08,Menlyn Park,Casual Sneakers,20.0,854.05,5.0,17081.0,Gauteng,0
2023-01-08,Menlyn Park,Socks Bundle,85.0,199.0,0.0,16915.0,Gauteng,0
2023-01-08,Menlyn Park,Sports Bag,122.0,759.05,5.0,92604.1,Gauteng,0
2023-01-08,Menlyn Park,Sandals,12.0,499.0,0.0,5988.0,Gauteng,0
2023-01-08,Gateway Durban,Socks Bundle,104.0,199.0,0.0,20696.0,KwaZulu-Natal,0
2023-01-08,Gateway Durban,Sports Bag,6.0,799.0,0.0,4794.0,KwaZulu-Natal,0
2023-01-08,Gateway Durban,Formal Shoes,77.0,1899.0,0.0,146223.0,KwaZulu-Natal,0
2023-01-08,Canal Walk CT,Formal Shoes,122.0,1899.0,0.0,231678.0,Western Cape,0
2023-01-08,Canal Walk CT,Socks Bundle,58.0,199.0,0.0,11542.0,Western Cape,0
2023-01-08,Canal Walk CT,Sandals,55.0,499.0,0.0,27445.0,Western Cape,0
2023-01-08,Canal Walk CT,Sports Bag,22.0,759.05,5.0,16699.1,Western Cape,0
2023-01-08,Canal Walk CT,Kids Shoes,56.0,649.0,0.0,36344.0,Western Cape,0
2023-01-08,Eastgate JHB,Kids Shoes,100.0,616.55,5.0,61655.0,Gauteng,0
2023-01-08,Eastgate JHB,Formal Shoes,23.0,1804.05,5.0,41493.15,Gauteng,0
2023-01-08,Eastgate JHB,Socks Bundle,,189.05,5.0,14556.85,Gauteng,0
2023-01-08,Eastgate JHB,Sports Bag,69.0,719.1,10.0,49617.9,Gauteng,0
2023-01-08,Eastgate JHB,Running Shoes,14.0,1499.0,0.0,20986.0,Gauteng,0
2023-01-08,Online Store,Work Boots,216.0,1299.0,0.0,280584.0,Online,0
2023-01-08,Online Store,Socks Bundle,52.0,199.0,0.0,10348.0,Online,0
2023-01-08,Online Store,Kids Shoes,0.0,584.1,10.0,0.0,Online,0
2023-01-09,Fourways Mall,Sandals,77.0,499.0,0.0,38423.0,Gauteng,0
2023-01-09,Fourways Mall,Work Boots,110.0,1299.0,0.0,142890.0,Gauteng,0
2023-01-09,Fourways Mall,Running Shoes,80.0,1499.0,0.0,119920.0,Gauteng,0
2023-01-09,Fourways Mall,Kids Shoes,121.0,649.0,0.0,78529.0,Gauteng,0
2023-01-09,Sandton City,Sandals,121.0,499.0,0.0,60379.0,Gauteng,0
2023-01-09,Sandton City,Running Shoes,33.0,1499.0,0.0,49467.0,Gauteng,0
2023-01-09,Sandton City,Casual Sneakers,37.0,899.0,0.0,33263.0,Gauteng,0
2023-01-09,Sandton City,Kids Shoes,12.0,649.0,0.0,7788.0,Gauteng,0
2023-01-09,Menlyn Park,Sandals,11.0,499.0,0.0,5489.0,Gauteng,0
2023-01-09,Menlyn Park,Running Shoes,85.0,1349.1,10.0,114673.5,Gauteng,0
2023-01-09,Menlyn Park,Casual Sneakers,76.0,809.1,10.0,61491.6,Gauteng,0
2023-01-09,Menlyn Park,Kids Shoes,17.0,584.1,10.0,9929.7,Gauteng,0
2023-01-09,Menlyn Park,Work Boots,82.0,1234.05,5.0,101192.1,Gauteng,0
2023-01-09,Menlyn Park,Socks Bundle,105.0,199.0,0.0,20895.0,Gauteng,0
2023-01-09,Gateway Durban,Sandals,65.0,499.0,0.0,32435.0,KwaZulu-Natal,0
2023-01-09,Gateway Durban,Casual Sneakers,85.0,809.1,10.0,68773.5,KwaZulu-Natal,0
2023-01-09,Gateway Durban,Formal Shoes,18.0,1709.1,10.0,30763.8,KwaZulu-Natal,0
2023-01-09,Gateway Durban,Sports Bag,36.0,719.1,10.0,25887.6,KwaZulu-Natal,0
2023-01-09,Gateway Durban,Kids Shoes,115.0,584.1,10.0,67171.5,KwaZulu-Natal,0
2023-01-09,Gateway Durban,Socks Bundle,56.0,199.0,0.0,11144.0,KwaZulu-Natal,0
2023-01-09,Canal Walk CT,Running Shoes,19.0,1499.0,0.0,28481.0,Western Cape,0
2023-01-09,Canal Walk CT,Sandals,60.0,474.05,5.0,28443.0,Western Cape,0
2023-01-09,Canal Walk CT,Casual Sneakers,60.0,854.05,5.0,51243.0,Western Cape,0
2023-01-09,Eastgate JHB,Running Shoes,5.0,1424.05,5.0,7120.25,Gauteng,0
2023-01-09,Eastgate JHB,Sports Bag,107.0,799.0,0.0,85493.0,Gauteng,0
2023-01-09,Eastgate JHB,Casual Sneakers,70.0,899.0,0.0,62930.0,Gauteng,0
2023-01-09,Eastgate JHB,Kids Shoes,79.0,616.55,5.0,48707.45,Gauteng,0
2023-01-09,Online Store,Running Shoes,83.0,1499.0,0.0,124417.0,Online,0
2023-01-09,Online Store,Sandals,162.0,499.0,0.0,80838.0,Online,0
2023-01-09,Online Store,Formal Shoes,37.0,1709.1,10.0,63236.7,Online,0
2023-01-09,Online Store,Sports Bag,97.0,799.0,0.0,77503.0,Online,0
2023-01-09,Online Store,Kids Shoes,17.0,649.0,0.0,11033.0,Online,0
2023-01-09,Online Store,Casual Sneakers,78.0,899.0,0.0,70122.0,Online,0
