date,channel,campaign,impressions,clicks,spend_zar,conversions,revenue_zar,ctr_pct,cpc_zar,conversion_rate_pct,roas,is_weekend,is_promo_period
2023-01-10,Google Display,Promo - Summer Sale,33959,381,633.23,11,7505.07,1.125,1.66,3.039,11.85,0,0
2023-01-10,Meta Facebook,Black Friday Blitz,18035,545,1334.07,40,59412.33,3.025,2.45,7.467,44.53,0,0
2023-01-10,Meta Facebook,Back to School,15185,425,917.91,16,18584.81,2.803,2.16,3.976,20.25,0,0
2023-01-10,Meta Facebook,Brand Awareness Q1,11723,392,1138.96,14,21661.27,3.348,2.91,3.679,19.02,0,0
2023-01-10,Meta Facebook,Valentine Promo,7406,199,553.46,2,3219.28,2.7,2.78,1.417,5.82,0,0
2023-01-10,Meta Instagram,Black Friday Blitz,22985,710,2071.92,41,70380.71,3.09,2.92,5.898,33.97,0,0
2023-01-10,Meta Instagram,Back to School,35951,709,1719.97,33,32645.41,1.974,2.43,4.78,18.98,0,0
2023-01-10,Meta Instagram,Brand Awareness Q1,5697,164,509.91,5,7144.89,2.89,3.11,3.613,14.01,0,0
2023-01-10,Meta Instagram,New Product Launch,19138,484,1547.79,5,3214.03,2.533,3.2,1.181,2.08,0,0
2023-01-10,Email,Brand Awareness Q1,14685,1743,896.91,37,47998.0,11.871,0.51,2.147,53.51,0,0
2023-01-10,Email,Black Friday Blitz,21357,4599,3829.76,104,124870.58,21.538,0.83,2.27,32.61,0,0
2023-01-10,Email,Back to School,34304,4594,0.0,357,368256.1,13.394,0.0,7.783,0.0,0,0
2023-01-10,Email,End of Year Clearance,30019,4619,431.34,153,202068.04,15.387,0.09,3.333,468.47,0,0
2023-01-10,Organic,Valentine Promo,35165,175,,5,8332.32,0.5,0.0,3.018,0.0,0,0
2023-01-10,Organic,Loyalty Programme,38563,192,0.0,2,1481.85,0.5,0.0,1.257,0.0,0,0
2023-01-11,Google Search,Valentine Promo,29734,1849,7526.95,130,201138.84,6.222,4.07,7.054,26.72,0,0
2023-01-11,Google Search,Promo - Summer Sale,2787,171,988.39,9,10211.63,6.146,5.78,5.604,10.33,0,0
2023-01-11,Google Search,Loyalty Programme,30656,1580,7082.36,21,23490.64,5.156,4.48,1.379,3.32,0,0
2023-01-11,Google Display,Back to School,16026,327,508.12,9,4747.23,2.044,1.55,2.869,9.34,0,0
2023-01-11,Google Display,End of Year Clearance,22192,397,599.83,16,21485.36,1.792,1.51,4.067,35.82,0,0
2023-01-11,Google Display,Loyalty Programme,10593,151,175.58,1,1387.67,1.426,1.16,1.202,7.9,0,0
2023-01-11,Google Display,Brand Awareness Q1,18770,206,286.36,6,4925.64,1.099,1.39,2.984,17.2,0,0
2023-01-11,Meta Facebook,End of Year Clearance,9387,285,916.83,7,11082.1,3.04,3.22,2.573,12.09,0,0
2023-01-11,Meta Facebook,Loyalty Programme,10399,173,521.56,7,3683.82,1.67,3.01,4.23,7.06,0,0
2023-01-11,Meta Instagram,Back to School,36484,815,2085.97,48,45928.76,2.234,2.56,5.938,22.02,0,0
2023-01-11,Meta Instagram,Black Friday Blitz,34601,1179,3671.59,92,64719.65,3.409,3.11,7.862,17.63,0,0
2023-01-11,Email,Retargeting - Cart Abandon,36777,5936,285.29,591,323738.37,16.142,0.05,9.958,1134.77,0,0
2023-01-11,Email,Loyalty Programme,7357,1242,137.95,36,53742.57,16.887,0.11,2.934,389.58,0,0
2023-01-11,Email,Promo - Summer Sale,30820,4555,0.0,153,228217.16,14.779,0.0,3.379,0.0,0,0
2023-01-11,email,Black Friday Blitz,21232,3971,2048.73,267,202654.0,18.708,0.52,6.744,98.92,0,0
2023-01-11,Organic,Back to School,38429,192,7.9,8,6869.4,0.5,0.04,4.39,869.54,0,0
2023-01-11,Organic,Retargeting - Cart Abandon,38355,191,219.54,11,18656.43,0.5,1.15,5.825,84.98,0,0
2023-01-11,Organic,New Product Launch,15140,75,59.23,5,3376.77,0.5,0.79,7.865,57.01,0,0
2023-01-12,Google Search,New Product Launch,23641,1338,5121.56,83,113740.45,5.662,3.83,6.213,22.21,0,0
2023-01-12,Google Search,Loyalty Programme,27481,1395,6253.31,51,66976.63,5.079,4.48,3.703,10.71,0,0
2023-01-12,Google Search,Brand Awareness Q1,13743,659,3289.83,14,5608.7,4.802,4.99,2.234,1.7,0,0
2023-01-12,Google Display,Valentine Promo,9509,161,102.82,7,7164.3,1.702,0.64,4.682,69.68,0,0
2023-01-12,Google Display,Promo - Summer Sale,12530,206,276.98,7,9587.09,1.648,1.34,3.87,34.61,0,0
2023-01-12,Google Display,Loyalty Programme,12797,171,151.92,2,2855.33,1.341,0.89,1.524,18.79,0,0
2023-01-12,Google Display,New Product Launch,20049,372,710.61,12,16138.91,1.857,1.91,3.37,22.71,0,0
2023-01-12,Meta Facebook,Promo - Summer Sale,37554,1027,2592.03,37,30065.46,2.736,2.52,3.66,11.6,0,0
2023-01-12,Meta Facebook,Valentine Promo,35079,611,2183.56,43,17647.48,1.742,3.57,7.107,8.08,0,0
2023-01-12,Meta Facebook,Loyalty Programme,7177,165,485.58,4,5436.41,2.306,2.94,2.643,11.2,0,0
2023-01-12,Meta Facebook,Back to School,22162,776,2104.14,61,87241.83,3.505,2.71,7.982,41.46,0,0
2023-01-12,Meta Instagram,Promo - Summer Sale,13212,338,1042.2,19,31898.24,2.561,3.08,5.858,30.61,0,0
2023-01-12,Meta Instagram,End of Year Clearance,5755,180,556.52,5,2394.54,3.134,3.09,3.271,4.3,0,0
2023-01-12,Meta Instagram,New Product Launch,27755,744,2124.33,26,14796.81,2.681,2.86,3.624,6.97,0,0
2023-01-12,Email,Loyalty Programme,8515,2098,612.54,110,99443.96,24.648,0.29,5.266,162.35,0,0
2023-01-12,Email,Retargeting - Cart Abandon,19078,4195,1720.96,300,358774.81,21.991,0.41,7.174,208.47,0,0
2023-01-12,Email,Promo - Summer Sale,18749,4164,2877.66,176,126544.76,22.209,0.69,4.228,43.97,0,0
2023-01-12,Email,End of Year Clearance,19649,3640,2195.85,206,340440.59,18.528,0.6,5.668,155.04,0,0
2023-01-12,Organic,Black Friday Blitz,32133,160,2.3,12,21640.83,0.5,0.01,7.617,9409.06,0,0
2023-01-12,Organic,Retargeting - Cart Abandon,22700,113,0.0,9,8836.48,0.5,0.0,8.756,0.0,0,0
2023-01-12,Organic,Brand Awareness Q1,19712,98,0.0,2,1619.98,0.5,0.0,2.099,0.0,0,0
2023-01-13,Google Search,Back to School,28117,2219,9879.77,111,131421.78,7.893,4.45,5.003,13.3,0,0
2023-01-13,Google Search,Promo - Summer Sale,22651,1409,6025.99,16,24895.69,6.224,4.28,1.154,4.13,0,0
2023-01-13,Google Search,End of Year Clearance,29475,1405,6415.91,41,47854.46,4.768,4.57,2.921,7.46,0,0
2023-01-13,Google Display,Brand Awareness Q1,18678,194,178.58,5,4379.77,1.043,0.92,2.625,24.53,0,0
2023-01-13,Google Display,Back to School,16242,240,221.38,12,16369.33,1.48,0.92,5.346,73.94,0,0
2023-01-13,Google Display,Loyalty Programme,11238,94,133.48,5,8199.27,0.84,1.42,5.398,61.43,0,0
2023-01-13,Google Display,Retargeting - Cart Abandon,5072,86,113.68,4,3843.96,1.713,1.32,5.06,33.81,0,0
2023-01-13,Meta Facebook,Valentine Promo,23770,697,2178.2,43,25981.32,2.936,3.13,6.232,11.93,0,0
2023-01-13,Meta Facebook,Retargeting - Cart Abandon,12584,247,503.2,25,40383.32,1.965,2.04,10.409,80.25,0,0
