date,source_medium,device_category,sessions,bounce_rate_pct,pages_per_session,avg_session_duration_sec,transactions,revenue_zar,conversion_rate_pct,landing_page,is_promo_period
2023-01-02,facebook / paid,mobile,199,59.0,2.13,104.0,9,7143.66,4.8,/checkout,0
2023-01-02,google / cpc,desktop,20,41.6,5.36,172.2,1,876.85,5.83,/products/running-shoes,0
2023-01-02,google / cpc,mobile,80,57.6,3.96,126.4,1,377.89,1.27,/cart,0
2023-01-02,facebook / paid,tablet,125,43.8,3.46,276.7,3,4009.21,2.62,/cart,0
2023-01-02,(direct) / none,mobile,237,35.1,2.71,94.7,8,3020.59,3.64,/checkout,0
2023-01-02,(direct) / none,mobile,309,49.6,1.79,128.5,13,13265.77,4.53,/home,0
2023-01-02,instagram / paid,tablet,21,59.3,3.3,192.5,0,0.0,2.82,/sale,0
2023-01-02,google / cpc,desktop,359,64.2,2.85,257.2,15,16361.05,4.42,/sale,0
2023-01-02,google / cpc,desktop,229,45.1,4.2,252.4,7,3430.03,3.14,/home,0
2023-01-02,facebook / paid,desktop,289,71.3,2.52,50.1,8,8386.33,3.08,/products/casual-sneakers,0
2023-01-02,email / newsletter,mobile,305,37.3,1.92,102.5,17,23930.64,5.66,/checkout,0
2023-01-02,google / organic,mobile,202,54.9,5.27,234.2,6,6495.46,3.23,/checkout,0
2023-01-02,google / organic,desktop,32,68.5,2.66,174.3,1,1302.58,3.68,/about,0
2023-01-02,google / cpc,desktop,78,73.7,3.65,55.6,1,688.15,1.33,/about,0
2023-01-02,google / cpc,mobile,302,56.5,3.17,254.5,4,1299.43,1.64,/cart,0
2023-01-02,google / cpc,desktop,21,70.6,1.68,192.1,0,0.0,2.46,/checkout,0
2023-01-02,google / cpc,desktop,82,56.1,5.22,76.4,1,493.92,1.62,/sale,0
2023-01-02,(direct) / none,tablet,95,59.4,5.03,48.6,1,1318.57,1.13,/cart,0
2023-01-02,(direct) / none,desktop,123,61.1,3.17,173.0,1,1287.74,1.12,/cart,0
2023-01-02,google / organic,desktop,380,36.5,2.33,261.6,5,5332.7,1.53,/home,0
2023-01-02,google / cpc,mobile,327,58.4,4.42,206.5,18,9046.99,5.72,/sale,0
2023-01-02,email / newsletter,mobile,108,62.8,5.34,101.6,2,972.02,2.48,/products/running-shoes,0
2023-01-02,(direct) / none,mobile,69,62.3,1.53,152.9,0,0.0,1.31,/products/casual-sneakers,0
2023-01-02,google / cpc,mobile,196,73.1,3.67,233.7,6,1952.59,3.17,/about,0
2023-01-02,(direct) / none,mobile,20,57.1,5.34,135.5,0,0.0,4.76,/products/running-shoes,0
2023-01-02,google / organic,mobile,135,64.4,4.84,219.6,5,6251.67,4.13,/products/running-shoes,0
2023-01-02,google / organic,mobile,388,48.4,2.97,163.3,22,13458.63,5.69,/sale,0
2023-01-02,(direct) / none,mobile,66,46.7,5.38,69.7,3,3751.16,4.84,/sale,0
2023-01-02,google / cpc,desktop,261,53.1,1.66,183.3,12,12677.97,4.89,/products/running-shoes,0
2023-01-02,instagram / paid,mobile,115,51.0,5.19,262.0,0,0.0,0.82,/about,0
2023-01-02,google / cpc,mobile,378,41.2,3.61,57.9,12,4586.38,3.21,/products/casual-sneakers,0
2023-01-02,instagram / paid,mobile,45,68.5,4.8,172.4,0,0.0,1.74,/about,0
2023-01-02,google / cpc,desktop,62,58.9,4.68,113.9,1,1127.29,2.42,/home,0
2023-01-02,google / organic,mobile,81,43.8,4.92,142.2,0,0.0,1.1,/home,0
2023-01-02,google / cpc,mobile,396,49.4,3.53,225.5,18,18252.34,4.78,/sale,0
2023-01-02,(direct) / none,desktop,333,38.3,2.57,227.5,16,18475.75,4.97,/checkout,0
2023-01-02,google / organic,mobile,138,62.6,4.73,216.8,4,2394.08,2.98,/checkout,0
2023-01-03,google / organic,mobile,70,44.7,2.93,260.5,0,0.0,0.92,/checkout,0
2023-01-03,instagram / paid,mobile,79,52.0,5.28,137.3,1,1129.48,1.53,/products/casual-sneakers,0
2023-01-03,facebook / paid,tablet,42,68.2,3.71,252.1,1,606.5,4.17,/products/casual-sneakers,0
2023-01-03,google / cpc,tablet,48,63.3,2.03,258.2,0,0.0,1.81,/products/running-shoes,0
2023-01-03,facebook / paid,mobile,143,59.1,3.79,80.6,2,2078.06,1.72,/sale,0
2023-01-03,instagram / paid,mobile,76,70.7,1.55,112.8,1,1390.3,2.4,/sale,0
2023-01-03,facebook / paid,mobile,150,38.4,4.89,279.1,3,1892.48,2.02,/home,0
2023-01-03,google / cpc,mobile,18,66.5,5.03,144.9,0,0.0,4.4,/products/running-shoes,0
2023-01-03,(direct) / none,mobile,40,37.9,2.95,255.8,1,1134.37,4.89,/cart,0
2023-01-03,google / organic,mobile,84,70.5,2.07,126.6,4,3287.62,5.66,/products/casual-sneakers,0
2023-01-03,google / organic,desktop,60,52.2,2.46,274.1,1,1003.3,3.0,/checkout,0
2023-01-03,google / organic,mobile,72,35.3,1.67,124.9,0,0.0,1.23,/home,0
2023-01-03,facebook / paid,desktop,164,50.6,3.17,268.1,2,1658.1,1.23,/products/casual-sneakers,0
2023-01-03,google / organic,mobile,34,47.7,3.2,99.9,0,0.0,2.6,/sale,0
2023-01-03,email / newsletter,mobile,17,60.9,4.05,147.6,0,0.0,4.91,/cart,0
2023-01-03,google / cpc,desktop,26,62.4,4.98,239.7,0,0.0,1.4,/home,0
2023-01-03,google / organic,mobile,36,56.9,1.54,227.8,1,747.89,4.11,/products/running-shoes,0
2023-01-03,google / cpc,desktop,11,,4.96,169.1,0,0.0,4.83,/checkout,0
2023-01-03,google / cpc,mobile,97,67.8,3.2,70.7,4,4359.78,5.01,/products/running-shoes,0
2023-01-03,google / cpc,desktop,144,59.2,1.69,81.1,1,883.04,1.31,/about,0
2023-01-03,facebook / paid,mobile,143,68.7,4.3,103.3,1,1443.57,1.06,/products/running-shoes,0
2023-01-03,instagram / paid,desktop,97,42.2,3.97,106.0,2,867.37,2.97,/order-confirmation,0
2023-01-03,facebook / paid,mobile,153,43.9,5.35,233.7,8,9271.64,5.87,/cart,0
2023-01-03,google / cpc,desktop,188,54.5,5.07,266.1,2,1415.62,1.55,/products/running-shoes,0
2023-01-03,google / organic,mobile,40,41.5,4.65,211.4,1,456.85,2.96,/products/running-shoes,0
2023-01-04,facebook / paid,desktop,219,69.0,2.83,208.2,4,5954.92,2.17,/order-confirmation,0
2023-01-04,facebook / paid,desktop,63,,3.49,98.0,3,3750.34,5.34,/products/running-shoes,0
2023-01-04,google / cpc,mobile,68,56.2,2.07,48.7,3,3088.16,5.88,/products/casual-sneakers,0
2023-01-04,instagram / paid,mobile,144,72.0,2.57,110.0,8,3090.87,5.57,/sale,0
2023-01-04,(direct) / none,tablet,141,55.5,1.58,89.2,7,9641.9,5.23,/about,0
2023-01-04,facebook / paid,mobile,45,52.7,2.39,252.0,1,788.01,2.28,/home,0
2023-01-04,google / cpc,mobile,108,54.5,5.32,117.1,2,951.02,2.66,/products/running-shoes,0
2023-01-04,(direct) / none,mobile,179,74.5,1.54,272.3,7,7424.95,3.93,/checkout,0
2023-01-04,google / cpc,mobile,95,55.5,3.77,53.8,3,4453.51,3.35,/products/running-shoes,0
2023-01-04,facebook / paid,tablet,181,42.9,2.93,250.1,1,387.99,0.97,/about,0
2023-01-04,google / cpc,mobile,113,35.2,5.35,68.6,6,6867.68,5.39,/home,0
2023-01-04,facebook / paid,mobile,120,68.0,4.15,93.6,4,5885.08,4.08,/order-confirmation,0
2023-01-04,google / organic,mobile,219,56.4,2.31,52.2,11,4979.49,5.26,/products/running-shoes,0
2023-01-04,(direct) / none,desktop,170,74.8,1.91,171.7,4,5951.84,2.68,/cart,0
2023-01-04,google / organic,desktop,45,37.3,4.59,113.4,2,2425.94,5.55,/cart,0
2023-01-04,google / cpc,mobile,208,41.6,1.5,247.9,9,5945.12,4.78,/checkout,0
2023-01-04,google / cpc,mobile,172,53.0,2.07,166.0,6,2719.0,3.51,/cart,0
2023-01-04,facebook / paid,desktop,102,70.6,3.36,189.4,2,1866.91,2.38,/order-confirmation,0
2023-01-04,facebook / paid,desktop,240,39.8,3.84,211.4,2,2857.67,0.94,/about,0
2023-01-04,(direct) / none,mobile,53,57.3,4.04,233.8,2,2655.92,4.9,/cart,0
2023-01-04,google / organic,mobile,13,56.6,2.32,78.5,0,0.0,5.75,/products/casual-sneakers,0
2023-01-04,google / cpc,desktop,229,71.2,2.67,195.1,13,8059.32,5.98,/cart,0
2023-01-04,(direct) / none,mobile,90,,4.84,96.9,2,768.08,2.88,/products/running-shoes,0
2023-01-04,google / cpc,desktop,24,42.4,5.47,244.7,1,780.82,6.0,/home,0
2023-01-04,instagram / paid,mobile,140,54.0,2.14,124.5,5,2067.79,3.58,/order-confirmation,0
2023-01-04,google / cpc,tablet,240,53.9,5.37,137.3,8,10945.77,3.34,/sale,0
2023-01-04,google / cpc,mobile,83,,3.33,112.7,0,0.0,1.06,/checkout,0
2023-01-04,google / organic,mobile,244,42.2,3.77,243.0,7,8907.46,3.02,/cart,0
2023-01-04,google / cpc,mobile,85,41.3,4.46,250.2,3,3133.82,3.97,/sale,0
2023-01-04,google / cpc,desktop,166,61.3,3.75,145.5,1,904.5,1.14,/checkout,0
2023-01-04,google / organic,mobile,32,35.6,5.22,53.2,0,0.0,1.51,/home,0
2023-01-04,(direct) / none,mobile,105,39.4,2.23,203.3,2,1919.07,2.35,/about,0
2023-01-04,(direct) / none,mobile,125,67.9,4.17,238.6,4,1691.66,3.59,/cart,0
2023-01-04,google / cpc,mobile,227,51.6,1.52,163.4,2,2523.19,1.29,/home,0
2023-01-04,(direct) / none,mobile,13,57.3,2.73,139.2,0,0.0,3.51,/products/running-shoes,0
2023-01-04,google / cpc,mobile,141,40.6,1.66,195.6,5,6189.23,3.8,/sale,0
2023-01-04,facebook / paid,mobile,18,72.9,4.59,123.8,0,0.0,5.03,/sale,0
2023-01-04,google / cpc,desktop,210,54.3,4.37,52.9,3,2294.58,1.53,/about,0
2023-01-05,google / cpc,mobile,304,61.0,1.97,210.2,15,9017.17,5.06,/sale,0
2023-01-05,google / organic,mobile,244,39.5,2.63,120.6,5,4151.02,2.07,/cart,0
2023-01-05,google / organic,mobile,206,44.2,5.32,211.4,12,14144.64,5.93,/about,0
2023-01-05,google / organic,tablet,321,43.9,3.92,197.9,3,2959.12,1.19,/home,0
2023-01-05,facebook / paid,mobile,303,66.0,5.38,125.4,2,2109.24,0.89,/sale,0
2023-01-05,instagram / paid,mobile,378,63.3,5.45,179.7,14,10561.17,3.88,/checkout,0
2023-01-05,instagram / paid,mobile,191,52.1,2.25,191.5,2,2863.47,1.36,/about,0
2023-01-05,facebook / paid,desktop,300,58.5,2.67,125.2,11,10922.76,3.76,/about,0
2023-01-05,google / organic,mobile,355,67.7,2.05,79.9,18,24057.96,5.28,/cart,0
2023-01-05,facebook / paid,mobile,90,35.3,2.24,160.9,3,4445.27,4.21,/checkout,0
2023-01-05,google / cpc,mobile,334,35.6,2.07,109.0,6,3042.91,1.87,/cart,0
2023-01-05,google / cpc,mobile,280,66.0,2.05,230.4,12,12722.82,4.37,/checkout,0
2023-01-05,(direct) / none,desktop,153,70.9,4.11,120.9,8,4168.83,5.88,/about,0
2023-01-05,google / organic,mobile,211,38.9,4.7,70.7,11,14074.56,5.37,/products/running-shoes,0
2023-01-05,(direct) / none,desktop,230,51.0,1.82,94.6,9,2721.35,4.24,/home,0
2023-01-05,google / cpc,mobile,197,45.3,4.43,113.9,4,2696.01,2.29,/products/running-shoes,0
2023-01-05,instagram / paid,tablet,165,65.1,4.88,265.5,4,3337.04,2.61,/checkout,0
2023-01-05,instagram / paid,mobile,289,72.1,4.92,160.9,9,9138.92,3.31,/products/casual-sneakers,0
2023-01-05,instagram / paid,mobile,13,56.8,2.69,48.9,0,0.0,3.77,/home,0
2023-01-05,instagram / paid,mobile,37,57.8,5.33,256.4,1,1186.07,4.56,/sale,0
2023-01-05,(direct) / none,desktop,110,46.7,3.52,218.1,6,3312.49,5.54,/cart,0
2023-01-05,(direct) / none,mobile,194,40.9,2.92,136.9,4,2892.16,2.22,/about,0
2023-01-05,google / organic,mobile,272,46.3,4.14,187.7,4,3678.65,1.81,/products/casual-sneakers,0
2023-01-05,google / organic,mobile,284,54.8,3.05,183.1,7,3364.3,2.49,/products/casual-sneakers,0
2023-01-05,facebook / paid,desktop,244,43.8,2.65,47.1,5,3725.75,2.21,/products/casual-sneakers,0
2023-01-05,facebook / paid,mobile,37,47.1,4.11,156.2,1,1448.09,3.77,/cart,0
2023-01-05,google / organic,mobile,294,38.7,3.68,95.0,14,15582.43,4.94,/about,0
2023-01-05,instagram / paid,desktop,180,50.2,2.25,250.5,8,5317.24,4.51,/sale,0
2023-01-05,google / cpc,mobile,334,39.2,2.63,115.1,7,7993.48,2.28,/cart,0
2023-01-05,google / cpc,mobile,360,51.4,3.67,58.9,5,5213.21,1.57,/products/running-shoes,0
2023-01-05,email / newsletter,mobile,364,48.4,5.14,233.6,16,10661.06,4.44,/products/running-shoes,0
2023-01-05,google / organic,mobile,26,53.3,2.87,229.3,0,0.0,1.13,/home,0
2023-01-05,google / cpc,tablet,183,58.3,2.34,146.9,6,7476.31,3.28,/order-confirmation,0
2023-01-05,google / organic,mobile,70,36.4,4.24,265.1,2,2994.4,3.13,/checkout,0
2023-01-05,instagram / paid,desktop,159,41.8,4.39,72.7,4,4292.09,2.8,/checkout,0
2023-01-06,google / cpc,mobile,235,65.7,5.07,98.0,9,12200.47,4.24,/products/running-shoes,0
2023-01-06,google / cpc,mobile,175,67.6,2.78,263.7,3,2264.83,2.18,/home,0
2023-01-06,google / cpc,tablet,91,61.4,5.39,277.2,1,1361.23,1.37,/products/casual-sneakers,0
2023-01-06,google / cpc,desktop,299,69.6,2.5,118.5,6,2043.86,2.17,/order-confirmation,0
2023-01-06,email / newsletter,desktop,189,70.8,2.15,207.5,7,3323.13,3.99,/sale,0
2023-01-06,facebook / paid,mobile,151,46.4,5.49,128.5,8,9044.97,5.85,/products/running-shoes,0
2023-01-06,facebook / paid,desktop,309,62.7,1.57,270.1,5,4356.94,1.87,/checkout,0
2023-01-06,google / cpc,mobile,180,59.3,5.02,79.5,1,910.38,0.85,/home,0
2023-01-06,google / organic,mobile,298,44.0,3.61,218.4,5,2078.96,1.73,/sale,0
2023-01-06,google / cpc,mobile,18,68.5,3.03,95.9,0,0.0,5.09,/home,0
2023-01-06,facebook / paid,mobile,29,49.8,4.72,188.4,1,938.61,3.5,/about,0
2023-01-06,google / organic,desktop,221,56.8,4.92,191.8,2,1507.15,1.11,/order-confirmation,0
2023-01-06,google / cpc,mobile,229,59.2,3.67,278.8,2,2404.56,0.88,/checkout,0
2023-01-06,email / newsletter,mobile,83,64.9,5.37,231.5,1,805.57,2.4,/products/casual-sneakers,0
2023-01-06,email / newsletter,desktop,145,42.5,4.21,168.3,3,1989.46,2.3,/checkout,0
2023-01-06,google / organic,mobile,60,49.5,1.68,69.7,2,1112.64,4.51,/products/running-shoes,0
2023-01-06,instagram / paid,tablet,178,38.6,4.96,90.1,7,6418.54,3.97,/order-confirmation,0
2023-01-06,(direct) / none,mobile,59,63.4,1.8,164.3,0,0.0,1.15,/about,0
2023-01-06,google / organic,desktop,307,58.7,5.4,211.0,17,20957.67,5.74,/home,0
2023-01-06,google / cpc,desktop,166,49.0,3.06,167.9,6,7067.46,3.93,/order-confirmation,0
2023-01-06,google / organic,desktop,129,52.7,2.31,245.5,3,4156.76,3.07,/cart,0
2023-01-06,facebook / paid,mobile,36,46.2,2.75,221.7,1,1188.32,5.55,/about,0
2023-01-06,google / cpc,mobile,287,,3.15,277.4,11,11786.54,4.1,/home,0
2023-01-06,facebook / paid,mobile,217,72.8,2.98,158.1,7,7213.67,3.49,/checkout,0
2023-01-06,instagram / paid,mobile,255,42.6,3.16,97.6,10,12389.32,4.06,/home,0
2023-01-06,google / organic,desktop,149,66.0,2.54,180.8,3,3211.86,2.27,/products/casual-sneakers,0
2023-01-06,facebook / paid,desktop,211,61.1,4.65,241.2,2,1141.59,1.25,/sale,0
2023-01-07,google / cpc,tablet,22,42.6,5.2,182.4,0,0.0,4.34,/checkout,0
2023-01-07,google / cpc,mobile,301,42.3,2.25,77.5,6,2768.4,2.03,/home,0
2023-01-07,google / organic,desktop,286,47.5,2.77,234.6,3,2660.07,1.3,/products/running-shoes,0
2023-01-07,instagram / paid,mobile,106,58.9,5.38,65.2,3,1783.43,3.04,/products/casual-sneakers,0
2023-01-07,instagram / paid,desktop,259,41.7,3.84,126.4,12,5783.03,4.84,/checkout,0
2023-01-07,(direct) / none,tablet,88,74.0,3.9,233.2,2,2211.04,2.76,/cart,0
2023-01-07,facebook / paid,mobile,288,50.6,4.72,187.7,15,19925.06,5.52,/cart,0
2023-01-07,email / newsletter,mobile,174,50.3,5.35,70.1,8,2829.68,4.97,/order-confirmation,0
2023-01-07,google / cpc,mobile,38,57.1,4.51,268.4,1,561.57,5.24,/cart,0
2023-01-07,google / organic,mobile,314,63.8,4.33,93.5,2,1442.47,0.85,/order-confirmation,0
2023-01-07,facebook / paid,desktop,115,67.7,2.27,52.2,6,7412.48,5.74,/about,0
2023-01-07,google / cpc,mobile,144,58.6,3.68,121.0,6,2336.58,4.49,/sale,0
2023-01-07,google / organic,mobile,70,63.0,2.99,103.2,3,3919.19,5.23,/checkout,0
2023-01-07,google / cpc,mobile,320,74.7,2.93,72.8,8,10153.77,2.7,/about,0
2023-01-07,google / cpc,mobile,85,73.4,2.07,236.6,4,1709.91,5.21,/sale,0
2023-01-07,google / organic,mobile,53,46.1,5.08,131.8,1,872.17,3.47,/products/casual-sneakers,0
2023-01-07,facebook / paid,mobile,168,65.4,4.56,238.7,5,4599.67,3.04,/about,0
2023-01-07,google / organic,mobile,190,50.2,2.05,141.3,10,9480.72,5.74,/home,0
2023-01-07,google / cpc,mobile,137,66.8,4.18,263.6,2,1962.86,2.1,/about,0
2023-01-07,google / cpc,mobile,168,37.3,4.31,271.3,9,9911.99,5.67,/cart,0
2023-01-07,google / cpc,mobile,259,53.4,2.51,111.8,5,5666.27,2.1,/sale,0
2023-01-07,(direct) / none,mobile,50,44.0,2.08,131.7,2,1330.76,5.89,/sale,0
2023-01-07,email / newsletter,tablet,157,73.4,4.03,54.4,8,8520.77,5.13,/home,0
2023-01-07,(direct) / none,desktop,183,49.5,2.55,163.8,10,6422.83,5.88,/sale,0
2023-01-07,google / cpc,mobile,218,71.4,4.89,155.7,6,2767.49,2.85,/order-confirmation,0
2023-01-08,(direct) / none,mobile,334,59.4,2.12,136.8,6,8271.43,2.01,/cart,0
2023-01-08,email / newsletter,mobile,223,42.9,3.61,242.7,6,6113.89,2.83,/products/running-shoes,0
2023-01-08,facebook / paid,mobile,263,36.7,3.43,239.6,10,13052.14,3.93,/cart,0
2023-01-08,google / organic,desktop,56,39.0,2.89,115.5,1,1011.31,3.03,/cart,0
2023-01-08,(direct) / none,tablet,43,54.6,4.09,119.9,0,0.0,2.23,/order-confirmation,0
2023-01-08,google / cpc,mobile,268,61.0,4.79,148.0,6,3448.64,2.25,/cart,0
2023-01-08,(direct) / none,mobile,41,48.3,2.38,108.1,1,1321.05,3.52,/checkout,0
2023-01-08,google / cpc,desktop,140,74.4,3.39,75.1,2,2923.82,1.58,/home,0
2023-01-08,(direct) / none,mobile,51,43.3,4.88,110.9,2,2830.1,4.24,/sale,0
2023-01-08,google / cpc,mobile,207,47.1,3.98,246.8,12,4249.85,5.86,/checkout,0
2023-01-08,google / organic,desktop,153,59.0,4.62,269.2,6,3242.15,4.2,/order-confirmation,0
2023-01-08,instagram / paid,desktop,226,40.1,5.46,133.1,8,6438.24,3.85,/sale,0
2023-01-08,google / organic,mobile,202,65.2,3.98,235.1,6,6645.18,3.31,/sale,0
2023-01-08,google / organic,mobile,298,37.0,3.32,145.5,9,4398.38,3.29,/products/casual-sneakers,0
2023-01-08,facebook / paid,desktop,202,54.0,5.38,278.9,3,1178.51,1.93,/order-confirmation,0
2023-01-08,facebook / paid,mobile,86,70.7,2.46,109.6,4,5434.2,5.61,/sale,0
2023-01-08,google / cpc,mobile,99,55.5,2.18,247.8,3,3976.43,3.71,/cart,0
2023-01-08,google / cpc,mobile,12,60.5,1.52,153.0,0,0.0,4.23,/sale,0
2023-01-08,google / cpc,desktop,247,39.3,3.65,246.5,13,5995.32,5.27,/sale,0
2023-01-08,facebook / paid,mobile,303,36.0,4.41,52.0,6,3257.72,2.03,/order-confirmation,0
2023-01-08,instagram / paid,desktop,97,62.4,5.01,227.5,1,1301.41,1.73,/products/running-shoes,0
2023-01-08,google / cpc,mobile,124,59.3,4.98,165.0,3,2679.82,2.48,/cart,0
2023-01-08,facebook / paid,mobile,91,44.2,5.19,167.7,5,5651.19,5.73,/sale,0
2023-01-08,google / cpc,desktop,219,40.5,4.28,64.8,3,3168.61,1.38,/about,0
2023-01-08,google / organic,desktop,30,74.1,4.98,165.1,1,378.18,4.74,/products/running-shoes,0
2023-01-08,email / newsletter,mobile,121,51.1,1.94,63.9,4,5434.02,3.78,/sale,0
2023-01-08,(direct) / none,desktop,62,67.2,2.64,227.1,3,903.01,5.16,/sale,0
2023-01-08,facebook / paid,desktop,99,46.3,5.09,48.2,2,2379.34,2.89,/sale,0
2023-01-08,(direct) / none,desktop,70,35.1,1.77,218.1,3,1813.89,5.62,/sale,0
2023-01-08,instagram / paid,mobile,220,53.7,4.88,55.7,11,5047.63,5.3,/order-confirmation,0
2023-01-08,google / organic,mobile,340,67.4,5.01,272.3,4,2594.89,1.3,/products/casual-sneakers,0
2023-01-09,google / organic,mobile,11,48.1,2.93,157.5,0,0.0,2.91,/cart,0
2023-01-09,google / cpc,mobile,58,43.0,3.88,122.6,3,4040.84,5.74,/cart,0
2023-01-09,google / cpc,mobile,19,39.8,3.18,105.9,0,0.0,3.38,/about,0
2023-01-09,google / organic,mobile,21,60.8,1.63,252.0,1,1184.71,4.92,/products/casual-sneakers,0
2023-01-09,google / organic,mobile,51,52.6,5.4,80.6,1,598.6,3.47,/checkout,0
2023-01-09,google / organic,mobile,98,45.0,5.25,212.9,1,1482.14,1.23,/order-confirmation,0
2023-01-09,facebook / paid,mobile,68,60.2,2.57,71.8,2,1884.67,3.39,/order-confirmation,0
2023-01-09,instagram / paid,desktop,94,61.8,1.68,159.3,2,2495.87,3.17,/products/casual-sneakers,0
2023-01-09,facebook / paid,mobile,34,45.7,4.9,253.0,0,0.0,1.64,/order-confirmation,0
2023-01-09,google / cpc,tablet,94,55.5,2.46,191.2,2,953.27,2.93,/home,0
2023-01-09,facebook / paid,tablet,75,46.9,4.54,75.3,2,2429.77,2.72,/cart,0
2023-01-09,google / organic,desktop,52,43.9,2.88,264.7,1,1367.75,2.39,/sale,0
2023-01-09,google / cpc,tablet,51,50.4,1.81,50.9,2,1732.23,5.6,/about,0
2023-01-09,facebook / paid,mobile,92,,3.1,68.4,4,5096.01,4.84,/home,0
2023-01-09,facebook / paid,mobile,42,46.8,3.24,78.7,0,0.0,1.97,/home,0
2023-01-09,facebook / paid,mobile,50,38.9,2.05,231.9,1,1398.65,2.41,/checkout,0
2023-01-09,instagram / paid,desktop,102,37.2,2.46,267.5,2,2127.35,2.9,/cart,0
2023-01-09,google / organic,mobile,90,39.5,5.14,75.3,4,5815.87,5.4,/home,0
2023-01-09,email / newsletter,mobile,76,42.1,1.87,157.6,4,2208.33,5.36,/checkout,0
2023-01-09,google / organic,mobile,105,,2.44,47.1,2,1963.52,2.3,/sale,0
2023-01-09,google / organic,mobile,54,40.0,4.35,146.5,1,923.76,2.58,/home,0
2023-01-09,(direct) / none,mobile,53,45.2,3.2,198.3,0,0.0,0.93,/cart,0
2023-01-09,(direct) / none,mobile,52,50.8,4.98,279.3,1,595.29,2.62,/products/running-shoes,0
2023-01-09,google / organic,mobile,85,41.6,2.98,99.0,1,972.13,1.52,/products/casual-sneakers,0
2023-01-09,google / cpc,mobile,55,72.8,3.93,121.8,2,2016.58,3.66,/home,0
2023-01-09,(direct) / none,mobile,27,38.7,1.54,274.9,0,0.0,2.2,/home,0
2023-01-09,instagram / paid,desktop,57,71.7,4.47,154.8,2,661.78,3.97,/order-confirmation,0
2023-01-09,google / organic,tablet,98,54.7,5.11,82.0,1,1322.27,1.2,/home,0
